,Projeto_ID,Data_Inicial,Data_Conclusao,Orcamento,Categoria,Recurso_ID,Nome,Funcao,Custo_Hora,Data_Alocacao,Horas_Alocadas,Mes_Alocacao,Ano_Alocacao
90,2,2022-01-01,2022-07-25,561161.5,Construção Civil,41,Matheus Caldeira,Eletricista,146.97,2022-07-15,52.0,7,2022
91,2,2022-01-01,2022-07-25,561161.5,Construção Civil,42,Esther Ribeiro,Eletricista,95.31,2022-06-27,49.0,6,2022
92,2,2022-01-01,2022-07-25,561161.5,Construção Civil,43,Dr. Marcos Vinicius Pereira,Engenheiro Civil,58.74,2022-06-26,13.0,6,2022
93,2,2022-01-01,2022-07-25,561161.5,Construção Civil,44,Lucas Campos,Arquiteto,119.87,2022-01-16,94.0,1,2022
94,2,2022-01-01,2022-07-25,561161.5,Construção Civil,45,Sr. Matheus Ramos,Eletricista,129.96,2022-05-16,70.0,5,2022
95,2,2022-01-01,2022-07-25,561161.5,Construção Civil,46,Pedro Peixoto,Engenheiro Civil,118.17,2022-03-12,18.0,3,2022
96,2,2022-01-01,2022-07-25,561161.5,Construção Civil,47,Sarah Nogueira,Eletricista,105.81,2022-06-03,78.0,6,2022
97,2,2022-01-01,2022-07-25,561161.5,Construção Civil,48,Bianca Souza,Arquiteto,97.74,2022-04-01,81.0,4,2022
98,2,2022-01-01,2022-07-25,561161.5,Construção Civil,49,João Felipe Rocha,Encanador,104.05,2022-01-27,46.0,1,2022
99,2,2022-01-01,2022-07-25,561161.5,Construção Civil,50,Fernando Porto,Engenheiro Civil,97.05,2022-06-29,64.0,6,2022
100,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,1,Davi Lucca Gomes,Pedreiro,88.66,2022-05-08,92.0,5,2022
101,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,2,Luiza Farias,Pedreiro,79.33,2022-01-09,17.0,1,2022
102,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,3,Sr. João Gabriel Novaes,Encanador,99.61,2022-08-05,69.0,8,2022
103,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,4,Sr. Kevin Farias,Encanador,93.42,2022-01-25,68.0,1,2022
104,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,5,Maria Fernanda Caldeira,Arquiteto,62.41,2022-07-03,45.0,7,2022
105,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,6,Heitor Sales,Engenheiro Civil,120.68,2022-07-27,46.0,7,2022
106,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,7,Felipe Pires,Pedreiro,79.18,2022-04-04,36.0,4,2022
107,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,8,Cauê da Luz,Engenheiro Civil,119.99,2022-04-10,30.0,4,2022
108,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,9,Maria Alice Cardoso,Engenheiro Civil,112.34,2022-04-22,86.0,4,2022
109,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,10,Dr. João Lucas Rodrigues,Pedreiro,56.35,2022-06-30,25.0,6,2022
110,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,11,Milena Martins,Engenheiro Civil,77.41,2022-03-05,82.0,3,2022
111,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,12,Sra. Brenda Melo,Arquiteto,145.4,2022-01-25,75.0,1,2022
112,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,13,Eloah Viana,Engenheiro Civil,111.07,2022-03-07,63.0,3,2022
113,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,14,Amanda Ribeiro,Encanador,62.47,2022-03-31,85.0,3,2022
114,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,15,Nicolas Almeida,Pedreiro,67.82,2022-08-09,68.0,8,2022
115,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,16,Yuri Freitas,Arquiteto,118.66,2022-06-14,53.0,6,2022
116,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,17,Bernardo da Conceição,Encanador,142.88,2022-02-06,28.0,2,2022
117,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,18,Larissa Ramos,Arquiteto,75.04,2022-01-08,47.0,1,2022
118,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,19,Lucas Gabriel Dias,Engenheiro Civil,94.59,2022-04-10,33.0,4,2022
119,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,20,Pedro Silveira,Encanador,135.31,2022-02-04,42.0,2,2022
120,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,21,Milena Alves,Engenheiro Civil,57.52,2022-02-15,12.0,2,2022
121,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,22,Helena Costa,Encanador,137.41,2022-07-15,24.0,7,2022
122,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,23,Noah Araújo,Engenheiro Civil,127.71,2022-04-11,10.0,4,2022
123,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,24,Laura Almeida,Pedreiro,54.43,2022-06-20,62.0,6,2022
124,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,25,João Pedro Porto,Pedreiro,119.64,2022-05-04,92.0,5,2022
125,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,26,Dr. Erick Aragão,Encanador,139.66,2022-02-17,62.0,2,2022
126,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,27,Emanuel Azevedo,Encanador,122.93,2022-02-10,94.0,2,2022
127,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,28,João Gabriel Santos,Arquiteto,74.0,2022-02-01,10.0,2,2022
128,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,29,Maria Vitória Barros,Eletricista,111.93,2022-01-29,83.0,1,2022
129,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,30,Luiz Henrique Caldeira,Eletricista,147.36,2022-03-01,91.0,3,2022
130,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,31,Vitor Hugo Fernandes,Pedreiro,104.94,2022-04-04,50.0,4,2022
131,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,32,Kamilly Moura,Encanador,107.54,2022-05-20,58.0,5,2022
132,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,33,Ana Clara Lopes,Pedreiro,95.02,2022-03-31,69.0,3,2022
133,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,34,Benício Cardoso,Engenheiro Civil,52.46,2022-04-10,67.0,4,2022
134,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,35,Pedro Miguel da Rosa,Arquiteto,79.14,2022-01-10,62.0,1,2022
135,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,36,Vitor Cunha,Engenheiro Civil,137.74,2022-07-12,58.0,7,2022
136,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,37,Lavínia da Costa,Pedreiro,110.98,2022-04-16,12.0,4,2022
137,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,38,Sr. João Guilherme Melo,Arquiteto,54.82,2022-04-02,78.0,4,2022
138,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,39,Bianca da Mota,Pedreiro,121.67,2022-07-21,46.0,7,2022
139,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,40,Dr. Enzo Dias,Encanador,75.04,2022-03-17,70.0,3,2022
140,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,41,Matheus Caldeira,Eletricista,146.97,2022-03-04,14.0,3,2022
141,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,42,Esther Ribeiro,Eletricista,95.31,2022-05-02,77.0,5,2022
142,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,43,Dr. Marcos Vinicius Pereira,Engenheiro Civil,58.74,2022-07-31,89.0,7,2022
143,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,44,Lucas Campos,Arquiteto,119.87,2022-06-03,44.0,6,2022
144,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,45,Sr. Matheus Ramos,Eletricista,129.96,2022-02-21,74.0,2,2022
145,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,46,Pedro Peixoto,Engenheiro Civil,118.17,2022-03-10,90.0,3,2022
146,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,47,Sarah Nogueira,Eletricista,105.81,2022-05-21,94.0,5,2022
147,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,48,Bianca Souza,Arquiteto,97.74,2022-06-29,93.0,6,2022
148,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,49,João Felipe Rocha,Encanador,104.05,2022-03-11,70.0,3,2022
149,3,2022-01-01,2022-08-14,532872.34,Infraestrutura,50,Fernando Porto,Engenheiro Civil,97.05,2022-03-02,27.0,3,2022
150,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,1,Davi Lucca Gomes,Pedreiro,88.66,2022-01-06,82.0,1,2022
151,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,2,Luiza Farias,Pedreiro,79.33,2022-02-28,77.0,2,2022
152,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,3,Sr. João Gabriel Novaes,Encanador,99.61,2022-05-17,43.0,5,2022
153,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,4,Sr. Kevin Farias,Encanador,93.42,2022-01-18,44.0,1,2022
154,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,5,Maria Fernanda Caldeira,Arquiteto,62.41,2022-02-05,24.0,2,2022
155,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,6,Heitor Sales,Engenheiro Civil,120.68,2022-02-19,13.0,2,2022
156,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,7,Felipe Pires,Pedreiro,79.18,2022-01-06,95.0,1,2022
157,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,8,Cauê da Luz,Engenheiro Civil,119.99,2022-04-14,25.0,4,2022
158,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,9,Maria Alice Cardoso,Engenheiro Civil,112.34,2022-05-01,39.0,5,2022
159,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,10,Dr. João Lucas Rodrigues,Pedreiro,56.35,2022-01-06,42.0,1,2022
160,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,11,Milena Martins,Engenheiro Civil,77.41,2022-06-01,51.0,6,2022
161,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,12,Sra. Brenda Melo,Arquiteto,145.4,2022-02-01,58.0,2,2022
162,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,13,Eloah Viana,Engenheiro Civil,111.07,2022-01-16,89.0,1,2022
163,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,14,Amanda Ribeiro,Encanador,62.47,2022-05-12,72.0,5,2022
164,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,15,Nicolas Almeida,Pedreiro,67.82,2022-04-20,89.0,4,2022
165,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,16,Yuri Freitas,Arquiteto,118.66,2022-01-11,64.0,1,2022
166,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,17,Bernardo da Conceição,Encanador,142.88,2022-04-02,22.0,4,2022
167,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,18,Larissa Ramos,Arquiteto,75.04,2022-01-06,59.0,1,2022
168,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,19,Lucas Gabriel Dias,Engenheiro Civil,94.59,2022-04-01,65.0,4,2022
169,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,20,Pedro Silveira,Encanador,135.31,2022-01-11,10.0,1,2022
170,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,21,Milena Alves,Engenheiro Civil,57.52,2022-06-17,34.0,6,2022
171,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,22,Helena Costa,Encanador,137.41,2022-04-03,67.0,4,2022
172,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,23,Noah Araújo,Engenheiro Civil,127.71,2022-03-23,78.0,3,2022
173,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,24,Laura Almeida,Pedreiro,54.43,2022-03-17,33.0,3,2022
174,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,25,João Pedro Porto,Pedreiro,119.64,2022-03-10,64.0,3,2022
175,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,26,Dr. Erick Aragão,Encanador,139.66,2022-03-13,40.0,3,2022
176,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,27,Emanuel Azevedo,Encanador,122.93,2022-05-01,84.0,5,2022
177,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,28,João Gabriel Santos,Arquiteto,74.0,2022-01-18,71.0,1,2022
178,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,29,Maria Vitória Barros,Eletricista,111.93,2022-01-25,79.0,1,2022
179,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,30,Luiz Henrique Caldeira,Eletricista,147.36,2022-02-05,67.0,2,2022
180,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,31,Vitor Hugo Fernandes,Pedreiro,104.94,2022-06-21,81.0,6,2022
181,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,32,Kamilly Moura,Encanador,107.54,2022-03-17,27.0,3,2022
182,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,33,Ana Clara Lopes,Pedreiro,95.02,2022-04-24,70.0,4,2022
183,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,34,Benício Cardoso,Engenheiro Civil,52.46,2022-03-17,91.0,3,2022
184,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,35,Pedro Miguel da Rosa,Arquiteto,79.14,2022-04-17,59.0,4,2022
185,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,36,Vitor Cunha,Engenheiro Civil,137.74,2022-01-15,89.0,1,2022
186,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,37,Lavínia da Costa,Pedreiro,110.98,2022-02-16,25.0,2,2022
187,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,38,Sr. João Guilherme Melo,Arquiteto,54.82,2022-03-03,71.0,3,2022
188,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,39,Bianca da Mota,Pedreiro,121.67,2022-06-07,54.0,6,2022
189,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,40,Dr. Enzo Dias,Encanador,75.04,2022-01-17,20.0,1,2022
190,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,41,Matheus Caldeira,Eletricista,146.97,2022-03-12,91.0,3,2022
191,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,42,Esther Ribeiro,Eletricista,95.31,2022-05-22,42.0,5,2022
192,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,43,Dr. Marcos Vinicius Pereira,Engenheiro Civil,58.74,2022-05-06,40.0,5,2022
193,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,44,Lucas Campos,Arquiteto,119.87,2022-02-14,63.0,2,2022
194,4,2022-01-01,2022-06-26,810664.08,Infraestrutura,45,Sr. Matheus Ramos,Eletricista,129.96,2022-06-02,44.0,6,2022
